"id","department","code","customer","main_address","del_address","date","credit_limit","contact","line_business","years_business","capital_invested","registration","type_organization","terms","mode_payment","credit_request","officer","officer_address","depository","account","contact_person","bank_contact","tag_","encoded","sales_officer","pricelist","area","terms_details","custom1","manual_code","approval","main_code","shared_to","company","tin","card_no","category","birthdate","gender","fax","email","officer_contact_no","contact_person_contact_no","acctng_officer","acctng_officer_contact_no","invoice","dr","discount","receipt_qty","trucking_name","trucking_address","trucking_contact_no","trucking_remarks","trucking_name2","trucking_address2","trucking_contact_no2","trucking_remarks2","trucking_name3","trucking_address3","trucking_contact_no3","trucking_remarks3","option1","option2","option3","other_address1","commission_rate1","commission_rate2","contact_person_email","print_no_price","contact_tel_no","acctng_contact_person","acctng_contact_number","acctng_email","owner_contact_person","owner_contact_number","owner_email","second_address","group_code","type_code","customer_type","agent_commission","remarks","inactive","order_days"
"607",,"606","Prince Retail Mdsg. Inc.- Abuyog","3RD AVE. NORTH RECLAMATION AREA, CEBU CITY, CEBU 6000",,"0000-00-00",,,,,,,,"60 DAYS",,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,"009-342-263-000",,,"0000-00-00",,,,,,,,"YES",,,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"608",,"607","Prince Retail Mdsg. Inc.- Argao","3RD AVE. NORTH RECLAMATION AREA, CEBU CITY, CEBU 6000",,"0000-00-00",,,,,,,,"60 DAYS",,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,"009-342-263-000",,,"0000-00-00",,,,,,,,"YES",,,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"609",,"608","Prince Retail Mdsg. Inc.- Bad As","3RD AVE. NORTH RECLAMATION AREA, CEBU CITY, CEBU 6000",,"0000-00-00",,,,,,,,"60 DAYS",,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,"009-342-263-000",,,"0000-00-00",,,,,,,,"YES",,,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"610",,"609","Prince Retail Mdsg. Inc. - Baybay","3RD AVE. NORTH RECLAMATION AREA, CEBU CITY, CEBU 6000",,"0000-00-00",,,,,,,,"60 DAYS",,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,"009-342-263-000",,,"0000-00-00",,,,,,,,"YES",,,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"611",,"610","Prince Retail Mdsg. Inc. - Bayugan","3RD AVE. NORTH RECLAMATION AREA, CEBU CITY, CEBU 6000",,"0000-00-00",,,,,,,,"60 DAYS",,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,"009-342-263-000",,,"0000-00-00",,,,,,,,"YES",,,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"612",,"611","Prince Retail Mdsg. Inc. - Bislig","3RD AVE. NORTH RECLAMATION AREA, CEBU CITY, CEBU 6000",,"0000-00-00",,,,,,,,"60 DAYS",,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,"009-342-263-000",,,"0000-00-00",,,,,,,,"YES",,,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"613",,"612","Prince Retail Mdsg. Inc. - Cabatuan","3RD AVE. NORTH RECLAMATION AREA, CEBU CITY, CEBU 6000",,"0000-00-00",,,,,,,,"60 DAYS",,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,"009-342-263-000",,,"0000-00-00",,,,,,,,"YES",,,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"614",,"613","Prince Retail Mdsg. Inc. - Daan Bantayan","3RD AVE. NORTH RECLAMATION AREA, CEBU CITY, CEBU 6000",,"0000-00-00",,,,,,,,"60 DAYS",,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,"009-342-263-000",,,"0000-00-00",,,,,,,,"YES",,,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"615",,"614","Prince Retail Mdsg. Inc. - Dalaguete","3RD AVE. NORTH RECLAMATION AREA, CEBU CITY, CEBU 6000",,"0000-00-00",,,,,,,,"60 DAYS",,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,"009-342-263-000",,,"0000-00-00",,,,,,,,"YES",,,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"616",,"615","Prince Retail Mdsg. Inc. - Danao","3RD AVE. NORTH RECLAMATION AREA, CEBU CITY, CEBU 6000",,"0000-00-00",,,,,,,,"60 DAYS",,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,"009-342-263-000",,,"0000-00-00",,,,,,,,"YES",,,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"617",,"616","Prince Retail Mdsg. Inc. - Gingoog","3RD AVE. NORTH RECLAMATION AREA, CEBU CITY, CEBU 6000",,"0000-00-00",,,,,,,,"60 DAYS",,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,"009-342-263-000",,,"0000-00-00",,,,,,,,"YES",,,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"618",,"617","Prince Retail Mdsg. Inc. - Guiuan","3RD AVE. NORTH RECLAMATION AREA, CEBU CITY, CEBU 6000",,"0000-00-00",,,,,,,,"60 DAYS",,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,"009-342-263-000",,,"0000-00-00",,,,,,,,"YES",,,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"619",,"618","Prince Retail Mdsg. Inc. - Himamaylan","3RD AVE. NORTH RECLAMATION AREA, CEBU CITY, CEBU 6000",,"0000-00-00",,,,,,,,"60 DAYS",,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,"009-342-263-000",,,"0000-00-00",,,,,,,,"YES",,,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"620",,"619","Prince Retail Mdsg. Inc. - La Carlota","3RD AVE. NORTH RECLAMATION AREA, CEBU CITY, CEBU 6000",,"0000-00-00",,,,,,,,"60 DAYS",,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,"009-342-263-000",,,"0000-00-00",,,,,,,,"YES",,,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"621",,"620","Prince Retail Mdsg. Inc. - Larena","3RD AVE. NORTH RECLAMATION AREA, CEBU CITY, CEBU 6000",,"0000-00-00",,,,,,,,"60 DAYS",,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,"009-342-263-000",,,"0000-00-00",,,,,,,,"YES",,,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"622",,"621","Prince Retail Mdsg. Inc. - Manolo-Fortich","3RD AVE. NORTH RECLAMATION AREA, CEBU CITY, CEBU 6000",,"0000-00-00",,,,,,,,"60 DAYS",,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,"009-342-263-000",,,"0000-00-00",,,,,,,,"YES",,,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"623",,"622","Prince Retail Mdsg. Inc. - Mc","3RD AVE. NORTH RECLAMATION AREA, CEBU CITY, CEBU 6000",,"0000-00-00",,,,,,,,"60 DAYS",,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,"009-342-263-000",,,"0000-00-00",,,,,,,,"YES",,,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"624",,"623","Prince Retail Mdsg. Inc. - Minglanilla","3RD AVE. NORTH RECLAMATION AREA, CEBU CITY, CEBU 6000",,"0000-00-00",,,,,,,,"60 DAYS",,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,"009-342-263-000",,,"0000-00-00",,,,,,,,"YES",,,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"625",,"624","Prince Retail Mdsg. Inc. - Oroquieta","3RD AVE. NORTH RECLAMATION AREA, CEBU CITY, CEBU 6000",,"0000-00-00",,,,,,,,"60 DAYS",,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,"009-342-263-000",,,"0000-00-00",,,,,,,,"YES",,,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"626",,"625","Prince Retail Mdsg. Inc. - Pototan","3RD AVE. NORTH RECLAMATION AREA, CEBU CITY, CEBU 6000",,"0000-00-00",,,,,,,,"60 DAYS",,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,"009-342-263-000",,,"0000-00-00",,,,,,,,"YES",,,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"627",,"626","Prince Retail Mdsg. Inc. - Prosperidad","3RD AVE. NORTH RECLAMATION AREA, CEBU CITY, CEBU 6000",,"0000-00-00",,,,,,,,"60 DAYS",,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,"009-342-263-000",,,"0000-00-00",,,,,,,,"YES",,,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"628",,"627","Prince Retail Mdsg. Inc. - Sagay","3RD AVE. NORTH RECLAMATION AREA, CEBU CITY, CEBU 6000",,"0000-00-00",,,,,,,,"60 DAYS",,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,"009-342-263-000",,,"0000-00-00",,,,,,,,"YES",,,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"629",,"628","Prince Retail Mdsg. Inc. - San Francisco","3RD AVE. NORTH RECLAMATION AREA, CEBU CITY, CEBU 6000",,"0000-00-00",,,,,,,,"60 DAYS",,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,"009-342-263-000",,,"0000-00-00",,,,,,,,"YES",,,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"630",,"629","Prince Retail Mdsg. Inc. - Sibonga","3RD AVE. NORTH RECLAMATION AREA, CEBU CITY, CEBU 6000",,"0000-00-00",,,,,,,,"60 DAYS",,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,"009-342-263-000",,,"0000-00-00",,,,,,,,"YES",,,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"631",,"630","Prince Retail Mdsg. Inc. - Sindangan","3RD AVE. NORTH RECLAMATION AREA, CEBU CITY, CEBU 6000",,"0000-00-00",,,,,,,,"60 DAYS",,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,"009-342-263-000",,,"0000-00-00",,,,,,,,"YES",,,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"632",,"631","Prince Retail Mdsg. Inc. - Tandag","3RD AVE. NORTH RECLAMATION AREA, CEBU CITY, CEBU 6000",,"0000-00-00",,,,,,,,"60 DAYS",,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,"009-342-263-000",,,"0000-00-00",,,,,,,,"YES",,,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"633",,"632","Prince Retail Mdsg. Inc. - Tuburan","3RD AVE. NORTH RECLAMATION AREA, CEBU CITY, CEBU 6000",,"0000-00-00",,,,,,,,"60 DAYS",,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,"009-342-263-000",,,"0000-00-00",,,,,,,,"YES",,,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"634",,"633","Prince Retail Mdsg. Inc. - Tanjay","3RD AVE. NORTH RECLAMATION AREA, CEBU CITY, CEBU 6000",,"0000-00-00",,,,,,,,"60 DAYS",,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,"009-342-263-000",,,"0000-00-00",,,,,,,,"YES",,,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"635",,"634","Prince Retail Mdsg. Inc. - Calinog","3RD AVE. NORTH RECLAMATION AREA, CEBU CITY, CEBU 6000",,"0000-00-00",,,,,,,,"60 DAYS",,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,"009-342-263-000",,,"0000-00-00",,,,,,,,"YES",,,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"636",,"635","Prince Retail Mdsg. Inc. - Talisay","3RD AVE. NORTH RECLAMATION AREA, CEBU CITY, CEBU 6000",,"0000-00-00",,,,,,,,"60 DAYS",,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,"009-342-263-000",,,"0000-00-00",,,,,,,,"YES",,,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"637",,"636","Prince Retail Mdsg. Inc. - Cabadbaran","3RD AVE. NORTH RECLAMATION AREA, CEBU CITY, CEBU 6000",,"0000-00-00",,,,,,,,"60 DAYS",,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,"009-342-263-000",,,"0000-00-00",,,,,,,,"YES",,,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"638",,"637","Prince Retail Mdsg. Inc. - Jaen","3RD AVE. NORTH RECLAMATION AREA, CEBU CITY, CEBU 6000",,"0000-00-00",,,,,,,,"60 DAYS",,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,"009-342-263-000",,,"0000-00-00",,,,,,,,"YES",,,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"639",,"638","Prince Retail Mdsg. Inc. - Opol","3RD AVE. NORTH RECLAMATION AREA, CEBU CITY, CEBU 6000",,"0000-00-00",,,,,,,,"60 DAYS",,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,"009-342-263-000",,,"0000-00-00",,,,,,,,"YES",,,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"640",,"639","Prince Retail Mdsg.Inc. - DC Manila","3RD AVE. NORTH RECLAMATION AREA, CEBU CITY, CEBU 6000",,"0000-00-00",,,,,,,,"60 DAYS",,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,"009-342-263-000",,,"0000-00-00",,,,,,,,"YES",,,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"641",,"640","Prince Retail Mdsg.Inc. - Estancia","3RD AVE. NORTH RECLAMATION AREA, CEBU CITY, CEBU 6000",,"0000-00-00",,,,,,,,"60 DAYS",,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,"009-342-263-000",,,"0000-00-00",,,,,,,,"YES",,,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"642",,"641","Prince Retail Mdsg.Inc. - Sara","3RD AVE. NORTH RECLAMATION AREA, CEBU CITY, CEBU 6000",,"0000-00-00",,,,,,,,"60 DAYS",,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,"009-342-263-000",,,"0000-00-00",,,,,,,,"YES",,,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"643",,"642","Prince Retail Mdsg.Inc. - Angat","3RD AVE. NORTH RECLAMATION AREA, CEBU CITY, CEBU 6000",,"0000-00-00",,,,,,,,"60 DAYS",,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,"009-342-263-000",,,"0000-00-00",,,,,,,,"YES",,,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"644",,"643","Prince Retail Merchandising Inc. - NRA","3RD AVE. NORTH RECLAMATION AREA, CEBU CITY, CEBU 6000",,"0000-00-00",,,,,,,,"60 DAYS",,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,"009-342-263-000",,,"0000-00-00",,,,,,,,"YES",,,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"645",,"644","Prince Retail Msdg Inc.- Medellin","3RD AVE. NORTH RECLAMATION AREA, CEBU CITY, CEBU 6000",,"0000-00-00",,,,,,,,"60 DAYS",,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,"009-342-263-000",,,"0000-00-00",,,,,,,,"YES",,,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"646",,"645","Prince Warehouse Club Inc. - Bogo",,,"0000-00-00",,,,,,,,,,,,,,,"ALMA- 0927-538-1904",,,,"SANJ",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,"DR",,"3 SETS W/ PO",,,,"BOGO,MANDAUE, TOLEDO, PARDO, PINAMUNGAJAN-LORENZO                                                                                                                                                                                                                    NAVAL-OCEANIC",,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"647",,"646","Prince Warehouse Club Inc. - Mandaue",,,"0000-00-00",,,,,,,,,,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,"DR",,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"648",,"647","Prince Warehouse Club Inc. - NRA",,,"0000-00-00",,,,,,,,,,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,"DR",,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"649",,"648","Prince Warehouse Club Inc. - Pardo",,,"0000-00-00",,,,,,,,,,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,"DR",,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"650",,"649","Prince Warehouse Club Inc. - Toledo",,,"0000-00-00",,,,,,,,,,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,"DR",,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"651",,"650","Prince Warehouse Club Inc. - Naval",,,"0000-00-00",,,,,,,,,,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,"DR",,"3 SETS W/ PO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"652",,"651","Prince Warehouse Club Inc. - Pinamungajan",,,"0000-00-00",,,,,,,,,,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"653",,"652","Princegate Corp. - MSN",,,"0000-00-00",,,,,,,,,,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"654",,"653","Princegate Corporation - Dulag",,,"0000-00-00",,,,,,,,,,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"655",,"654","Princegate Corporation- NVL",,,"0000-00-00",,,,,,,,,,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"656",,"655","Princemin Corp. - Aurora",,,"0000-00-00",,,,,,,,,,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"657",,"656","Princemin Corp. - Tangub",,,"0000-00-00",,,,,,,,,,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"658",,"657","Principality Inc - Medellin",,,"0000-00-00",,,,,,,,,,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"659",,"658","Printers Haven","1550 Penafrancia St. Paco Manila.",,"0000-00-00",,,,,,,,,,,,,,,,,,,"SANJ",,,"Due on rece",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"660",,"659","Pristine Productions","College of Tourism & Hospitality Mgt.",,"0000-00-00",,,,,,,,,,,,,,,,,,,"MISHA",,,,,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"661",,"660","8 SIBLING GEN. MDSE","UNIT 2 GROUND FLOOR, PADILLA BLDG.",,"0000-00-00",,,,,,,,,,,,,,,,,,"MANSUKHANI, SANJEEV ISHWAR - 26 November 2021 02:5","ISHWAR","WP",,"Net 30",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"662",,"661","Puas Houseware
","Santiago City",,"0000-00-00",,,,,,,,,,,,,,,,,,,"JESUS",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,"0922-814-5174",,,,,,,"RSS TRUCKING OR EIN TRUCKING",,,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"663",,"662","Puerto Plaza","Puerto, Cagayan De Oro City",,"0000-00-00",,,,,,,,,,,,,,,,,,,"DELFIN",,,,,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"664",,"663","Punjab Enterprise","Dipolog City",,"0000-00-00",,,,,,,,,,,,,,,,,,,"NARESH",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"665",,"664","R & A Malvar Supermart","90 Binakayan, Kawit Cavite",,"0000-00-00",,"970-3143/046-434-2502",,,,,,,,,,,,,"Ms. Restita C.Diano",,,,"LEO",,,"Net 30",,,,,,,"002-012-279-000",,,"0000-00-00",,,,,,,,"YES",,"LESS 5%","3 SETS W/ P.O","OWN STORE","90 BINAKAYAN KAWIT, CAVITE",,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"666",,"665","R & A Malvar Supermart-Molino","Molino Cavite",,"0000-00-00",,"046-477-0775",,,,,,,,,,,,,,,,,"LEO",,,"Net 30",,,,,,,"238-705-095-000",,,"0000-00-00",,,,,,,,"YES",,"LESS 10%","3 SETS W/ P.O","OWN STORE","90 BINAKAYAN KAWIT, CAVITE",,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"667",,"666","R. De Guzman Manalac Dry Goods","Concepcion Market",,"0000-00-00",,"0922-870-5410",,,,,,,,,,,,,"Ms. Nedy Manalac",,,,"SANJ",,,,,,,,,,,,,"0000-00-00",,,,,"71-0447",,,,"YES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"668",,"667","R.M.L PEOPLES MART INC","F.S. PAJARES AVENUE,PAGADIAN CITY",,"0000-00-00",,"722-1283-/722-1924/062-214-1725/0917-722-5150/214-",,,,,,"90",,,,,,,"MR.NONOY",,,"ROGEL, CHARISSA ANN TOLING - 23 August 2022 03:52:","NARESH",,,"90 DAYS",,,,,,,"000-290-942-000",,,"0000-00-00",,"722-1290/062-214-1836",,,"722-1283/722-1924/062-214-1725/(062)2141725/(062)2141836/ 722-1283",,,,"YES",,"3 SETS W/ P.O","OCEANIC","510-512 H. LOPEZ BLVD. BALOT TONDO","NONOY JALANDONI","COLLECTION (TUESDAY/SATURDAY) / DELIVERY(M-W-F)","OCEANIC CONTAINER LINES ","606-A RAXABAGO ST. TONDO MANILA","881-9380 /0917-722-5150","RECEIVING SCHED. M,W,F 9AM:5PM",,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"669",,"668","RB Commercial","Masbate City",,"0000-00-00",,,,,,,,,,,,,,,,,,,"LEO",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,"YES","LESS 10%",,"JORO TRUCKING"," #333 STA. TERESITA ST. CORNER G. TUAZON ST. BRGY. SAMPALOC, MANILA",,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"670",,"669","RC Lim Marketing","Zamboanga City",,"0000-00-00",,,,,,,,,,,,,,,,,,,"MIKE/LEO",,,"Net 30",,,,,,,,,,"0000-00-00",,,,,,,,,"YES","LESS 5%",,"VICTORIOUS TRUCKING",,,,,,,,,,,,,,,,"4%","1%",,,,,,,,,,,,,,"5",,,"30"
"671",,"670","RCM Imperial Commercial","Rizal St. Aparri, Cagayan",,"0000-00-00",,"0917-809-5462/078-88-2859",,,,,,,,,,,,,"Ms.Evageline Moraleda",,,,"DELFIN",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,"078-888-2859",,,,"YES","LESS 5%","2 SETS W/ P.O","DANTE'S TRUCKING -","468 A.BONIFACIO ST. Q.C. (NEAR EXCHANGE BAKERY/MAUBAN) "," 497-6738/414-3352",,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"672",,"671","Red Camia","Paniqui, Tarlac",,"0000-00-00",,,,,,,,,,,,,,,,,,,"LEO",,,,,,,,,,,,,"0000-00-00",,,,,,,,,,,,"RBC FREIGHT SERVICE","490 WILLIAM SHAW ST. COR BIGLANG AWA CALOOCAN ","442-7866/0922-441-8633  rafael",,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"673",,"672","Red Camia Supermarket- Arayat",,,"0000-00-00",,,,,,,,,,,,,,,,,,,"LEO",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,,"LESS 10%",,,,,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"674",,"673","Red Pharmacy","Surigao City",,"0000-00-00",,,,,,,,,,,,,,,,,,,"NARESH",,,,,,,,,,,,,"0000-00-00",,,,,,,,,"YES",,"WAYBILL","JADE (1/2 VALUE)",,,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"675",,"674","Ree General Mdse.","RM 508 Ayson Bldg. 627 Carvajal St.",,"0000-00-00",,,,,,,,,,,,,,,,,,,"ISHWAR",,,"Due on rece",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"676",,"675","Rejika Enterprises","Ipil Zamboanga, Sibugay",,"0000-00-00",,"062-333-2942",,,,,,,,,,,,,,,,,"NARESH",,,"Net 60",,,,,,,,,,"0000-00-00",,"062-333-5553",,,,,,,,,"WAYBILL","JADES CARGO","NEPA ST. BALOT, TONDO MANILA ",,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
